Abbreviation,TeamName,GridPosition,Position,Points,Season,RoundNumber,EventName,Podium,Rainfall,AirTemp
HAM,Mercedes,9.0,7.0,6.0,2024,1,Bahrain Grand Prix,0,False,18.2
PIA,McLaren,8.0,8.0,4.0,2024,1,Bahrain Grand Prix,0,False,18.2
ALO,Aston Martin,6.0,9.0,2.0,2024,1,Bahrain Grand Prix,0,False,18.2
STR,Aston Martin,12.0,10.0,1.0,2024,1,Bahrain Grand Prix,0,False,18.2
ZHO,Kick Sauber,17.0,11.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
MAG,Haas F1 Team,15.0,12.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
RIC,RB,14.0,13.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
TSU,RB,11.0,14.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
ALB,Williams,13.0,15.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
HUL,Haas F1 Team,10.0,16.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
OCO,Alpine,19.0,17.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
GAS,Alpine,20.0,18.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
BOT,Kick Sauber,16.0,19.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
SAR,Williams,18.0,20.0,0.0,2024,1,Bahrain Grand Prix,0,False,18.2
VER,Red Bull Racing,1.0,1.0,25.0,2024,2,Saudi Arabian Grand Prix,1,False,25.5
PER,Red Bull Racing,3.0,2.0,18.0,2024,2,Saudi Arabian Grand Prix,1,False,25.5
LEC,Ferrari,2.0,3.0,16.0,2024,2,Saudi Arabian Grand Prix,1,False,25.5
PIA,McLaren,5.0,4.0,12.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
ALO,Aston Martin,4.0,5.0,10.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
RUS,Mercedes,7.0,6.0,8.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
BEA,Ferrari,11.0,7.0,6.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
NOR,McLaren,6.0,8.0,4.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
HAM,Mercedes,8.0,9.0,2.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
HUL,Haas F1 Team,15.0,10.0,1.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
ALB,Williams,12.0,11.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
MAG,Haas F1 Team,13.0,12.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
OCO,Alpine,17.0,13.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
SAR,Williams,19.0,14.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
TSU,RB,9.0,15.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
RIC,RB,14.0,16.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
BOT,Kick Sauber,16.0,17.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
ZHO,Kick Sauber,20.0,18.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
STR,Aston Martin,10.0,19.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
GAS,Alpine,18.0,20.0,0.0,2024,2,Saudi Arabian Grand Prix,0,False,25.5
SAI,Ferrari,2.0,1.0,25.0,2024,3,Australian Grand Prix,1,False,20.7
LEC,Ferrari,4.0,2.0,19.0,2024,3,Australian Grand Prix,1,False,20.7
NOR,McLaren,3.0,3.0,15.0,2024,3,Australian Grand Prix,1,False,20.7
PIA,McLaren,5.0,4.0,12.0,2024,3,Australian Grand Prix,0,False,20.7
PER,Red Bull Racing,6.0,5.0,10.0,2024,3,Australian Grand Prix,0,False,20.7
STR,Aston Martin,9.0,6.0,8.0,2024,3,Australian Grand Prix,0,False,20.7
TSU,RB,8.0,7.0,6.0,2024,3,Australian Grand Prix,0,False,20.7
ALO,Aston Martin,10.0,8.0,4.0,2024,3,Australian Grand Prix,0,False,20.7
HUL,Haas F1 Team,16.0,9.0,2.0,2024,3,Australian Grand Prix,0,False,20.7
MAG,Haas F1 Team,14.0,10.0,1.0,2024,3,Australian Grand Prix,0,False,20.7
ALB,Williams,12.0,11.0,0.0,2024,3,Australian Grand Prix,0,False,20.7
RIC,RB,18.0,12.0,0.0,2024,3,Australian Grand Prix,0,False,20.7
GAS,Alpine,17.0,13.0,0.0,2024,3,Australian Grand Prix,0,False,20.7
BOT,Kick Sauber,13.0,14.0,0.0,2024,3,Australian Grand Prix,0,False,20.7
ZHO,Kick Sauber,19.0,15.0,0.0,2024,3,Australian Grand Prix,0,False,20.7
OCO,Alpine,15.0,16.0,0.0,2024,3,Australian Grand Prix,0,False,20.7
RUS,Mercedes,7.0,17.0,0.0,2024,3,Australian Grand Prix,0,False,20.7
HAM,Mercedes,11.0,18.0,0.0,2024,3,Australian Grand Prix,0,False,20.7
VER,Red Bull Racing,1.0,19.0,0.0,2024,3,Australian Grand Prix,0,False,20.7
VER,Red Bull Racing,1.0,1.0,26.0,2024,4,Japanese Grand Prix,1,False,22.1
PER,Red Bull Racing,2.0,2.0,18.0,2024,4,Japanese Grand Prix,1,False,22.1
SAI,Ferrari,4.0,3.0,15.0,2024,4,Japanese Grand Prix,1,False,22.1
LEC,Ferrari,8.0,4.0,12.0,2024,4,Japanese Grand Prix,0,False,22.1
NOR,McLaren,3.0,5.0,10.0,2024,4,Japanese Grand Prix,0,False,22.1
ALO,Aston Martin,5.0,6.0,8.0,2024,4,Japanese Grand Prix,0,False,22.1
RUS,Mercedes,9.0,7.0,6.0,2024,4,Japanese Grand Prix,0,False,22.1
PIA,McLaren,6.0,8.0,4.0,2024,4,Japanese Grand Prix,0,False,22.1
HAM,Mercedes,7.0,9.0,2.0,2024,4,Japanese Grand Prix,0,False,22.1
TSU,RB,10.0,10.0,1.0,2024,4,Japanese Grand Prix,0,False,22.1
HUL,Haas F1 Team,12.0,11.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
STR,Aston Martin,16.0,12.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
MAG,Haas F1 Team,18.0,13.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
BOT,Kick Sauber,13.0,14.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
OCO,Alpine,15.0,15.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
GAS,Alpine,17.0,16.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
SAR,Williams,19.0,17.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
ZHO,Kick Sauber,20.0,18.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
RIC,RB,11.0,19.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
ALB,Williams,14.0,20.0,0.0,2024,4,Japanese Grand Prix,0,False,22.1
VER,Red Bull Racing,1.0,1.0,25.0,2024,5,Chinese Grand Prix,1,False,18.7
NOR,McLaren,4.0,2.0,18.0,2024,5,Chinese Grand Prix,1,False,18.7
PER,Red Bull Racing,2.0,3.0,15.0,2024,5,Chinese Grand Prix,1,False,18.7
LEC,Ferrari,6.0,4.0,12.0,2024,5,Chinese Grand Prix,0,False,18.7
SAI,Ferrari,7.0,5.0,10.0,2024,5,Chinese Grand Prix,0,False,18.7
RUS,Mercedes,8.0,6.0,8.0,2024,5,Chinese Grand Prix,0,False,18.7
ALO,Aston Martin,3.0,7.0,7.0,2024,5,Chinese Grand Prix,0,False,18.7
PIA,McLaren,5.0,8.0,4.0,2024,5,Chinese Grand Prix,0,False,18.7
HAM,Mercedes,18.0,9.0,2.0,2024,5,Chinese Grand Prix,0,False,18.7
HUL,Haas F1 Team,9.0,10.0,1.0,2024,5,Chinese Grand Prix,0,False,18.7
OCO,Alpine,13.0,11.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
ALB,Williams,14.0,12.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
GAS,Alpine,15.0,13.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
ZHO,Kick Sauber,16.0,14.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
STR,Aston Martin,11.0,15.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
MAG,Haas F1 Team,17.0,16.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
SAR,Williams,20.0,17.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
RIC,RB,12.0,18.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
TSU,RB,19.0,19.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
BOT,Kick Sauber,10.0,20.0,0.0,2024,5,Chinese Grand Prix,0,False,18.7
NOR,McLaren,5.0,1.0,25.0,2024,6,Miami Grand Prix,1,False,28.5
VER,Red Bull Racing,1.0,2.0,18.0,2024,6,Miami Grand Prix,1,False,28.5
LEC,Ferrari,2.0,3.0,15.0,2024,6,Miami Grand Prix,1,False,28.5
PER,Red Bull Racing,4.0,4.0,12.0,2024,6,Miami Grand Prix,0,False,28.5
SAI,Ferrari,3.0,5.0,10.0,2024,6,Miami Grand Prix,0,False,28.5
HAM,Mercedes,8.0,6.0,8.0,2024,6,Miami Grand Prix,0,False,28.5
TSU,RB,10.0,7.0,6.0,2024,6,Miami Grand Prix,0,False,28.5
RUS,Mercedes,7.0,8.0,4.0,2024,6,Miami Grand Prix,0,False,28.5
ALO,Aston Martin,15.0,9.0,2.0,2024,6,Miami Grand Prix,0,False,28.5
OCO,Alpine,13.0,10.0,1.0,2024,6,Miami Grand Prix,0,False,28.5
HUL,Haas F1 Team,9.0,11.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
GAS,Alpine,12.0,12.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
PIA,McLaren,6.0,13.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
ZHO,Kick Sauber,19.0,14.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
RIC,RB,20.0,15.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
BOT,Kick Sauber,16.0,16.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
STR,Aston Martin,11.0,17.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
ALB,Williams,14.0,18.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
MAG,Haas F1 Team,18.0,19.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
SAR,Williams,17.0,20.0,0.0,2024,6,Miami Grand Prix,0,False,28.5
VER,Red Bull Racing,1.0,1.0,25.0,2024,7,Emilia Romagna Grand Prix,1,False,25.3
NOR,McLaren,2.0,2.0,18.0,2024,7,Emilia Romagna Grand Prix,1,False,25.3
LEC,Ferrari,3.0,3.0,15.0,2024,7,Emilia Romagna Grand Prix,1,False,25.3
PIA,McLaren,5.0,4.0,12.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
SAI,Ferrari,4.0,5.0,10.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
HAM,Mercedes,8.0,6.0,8.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
RUS,Mercedes,6.0,7.0,7.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
PER,Red Bull Racing,11.0,8.0,4.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
STR,Aston Martin,13.0,9.0,2.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
TSU,RB,7.0,10.0,1.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
HUL,Haas F1 Team,10.0,11.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
MAG,Haas F1 Team,18.0,12.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
RIC,RB,9.0,13.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
OCO,Alpine,12.0,14.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
ZHO,Kick Sauber,17.0,15.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
GAS,Alpine,15.0,16.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
SAR,Williams,19.0,17.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
BOT,Kick Sauber,16.0,18.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
ALO,Aston Martin,20.0,19.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
ALB,Williams,14.0,20.0,0.0,2024,7,Emilia Romagna Grand Prix,0,False,25.3
LEC,Ferrari,1.0,1.0,25.0,2024,8,Monaco Grand Prix,1,False,21.6
PIA,McLaren,2.0,2.0,18.0,2024,8,Monaco Grand Prix,1,False,21.6
SAI,Ferrari,3.0,3.0,15.0,2024,8,Monaco Grand Prix,1,False,21.6
NOR,McLaren,4.0,4.0,12.0,2024,8,Monaco Grand Prix,0,False,21.6
RUS,Mercedes,5.0,5.0,10.0,2024,8,Monaco Grand Prix,0,False,21.6
VER,Red Bull Racing,6.0,6.0,8.0,2024,8,Monaco Grand Prix,0,False,21.6
HAM,Mercedes,7.0,7.0,7.0,2024,8,Monaco Grand Prix,0,False,21.6
TSU,RB,8.0,8.0,4.0,2024,8,Monaco Grand Prix,0,False,21.6
ALB,Williams,9.0,9.0,2.0,2024,8,Monaco Grand Prix,0,False,21.6
GAS,Alpine,10.0,10.0,1.0,2024,8,Monaco Grand Prix,0,False,21.6
ALO,Aston Martin,14.0,11.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
RIC,RB,12.0,12.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
BOT,Kick Sauber,17.0,13.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
STR,Aston Martin,13.0,14.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
SAR,Williams,15.0,15.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
ZHO,Kick Sauber,18.0,16.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
OCO,Alpine,11.0,17.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
PER,Red Bull Racing,16.0,18.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
HUL,Haas F1 Team,19.0,19.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
MAG,Haas F1 Team,20.0,20.0,0.0,2024,8,Monaco Grand Prix,0,False,21.6
VER,Red Bull Racing,2.0,1.0,25.0,2024,9,Canadian Grand Prix,1,True,18.0
NOR,McLaren,3.0,2.0,18.0,2024,9,Canadian Grand Prix,1,True,18.0
RUS,Mercedes,1.0,3.0,15.0,2024,9,Canadian Grand Prix,1,True,18.0
HAM,Mercedes,7.0,4.0,13.0,2024,9,Canadian Grand Prix,0,True,18.0
PIA,McLaren,4.0,5.0,10.0,2024,9,Canadian Grand Prix,0,True,18.0
ALO,Aston Martin,6.0,6.0,8.0,2024,9,Canadian Grand Prix,0,True,18.0
STR,Aston Martin,9.0,7.0,6.0,2024,9,Canadian Grand Prix,0,True,18.0
RIC,RB,5.0,8.0,4.0,2024,9,Canadian Grand Prix,0,True,18.0
GAS,Alpine,15.0,9.0,2.0,2024,9,Canadian Grand Prix,0,True,18.0
OCO,Alpine,18.0,10.0,1.0,2024,9,Canadian Grand Prix,0,True,18.0
HUL,Haas F1 Team,17.0,11.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
MAG,Haas F1 Team,14.0,12.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
BOT,Kick Sauber,19.0,13.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
TSU,RB,8.0,14.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
ZHO,Kick Sauber,20.0,15.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
SAI,Ferrari,12.0,16.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
ALB,Williams,10.0,17.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
PER,Red Bull Racing,16.0,18.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
LEC,Ferrari,11.0,19.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
SAR,Williams,13.0,20.0,0.0,2024,9,Canadian Grand Prix,0,True,18.0
VER,Red Bull Racing,2.0,1.0,25.0,2024,10,Spanish Grand Prix,1,True,24.1
NOR,McLaren,1.0,2.0,19.0,2024,10,Spanish Grand Prix,1,True,24.1
HAM,Mercedes,3.0,3.0,15.0,2024,10,Spanish Grand Prix,1,True,24.1
RUS,Mercedes,4.0,4.0,12.0,2024,10,Spanish Grand Prix,0,True,24.1
LEC,Ferrari,5.0,5.0,10.0,2024,10,Spanish Grand Prix,0,True,24.1
SAI,Ferrari,6.0,6.0,8.0,2024,10,Spanish Grand Prix,0,True,24.1
PIA,McLaren,9.0,7.0,6.0,2024,10,Spanish Grand Prix,0,True,24.1
PER,Red Bull Racing,11.0,8.0,4.0,2024,10,Spanish Grand Prix,0,True,24.1
GAS,Alpine,7.0,9.0,2.0,2024,10,Spanish Grand Prix,0,True,24.1
OCO,Alpine,8.0,10.0,1.0,2024,10,Spanish Grand Prix,0,True,24.1
HUL,Haas F1 Team,13.0,11.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
ALO,Aston Martin,10.0,12.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
ZHO,Kick Sauber,15.0,13.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
STR,Aston Martin,14.0,14.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
RIC,RB,18.0,15.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
BOT,Kick Sauber,12.0,16.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
MAG,Haas F1 Team,16.0,17.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
ALB,Williams,20.0,18.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
TSU,RB,17.0,19.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
SAR,Williams,19.0,20.0,0.0,2024,10,Spanish Grand Prix,0,True,24.1
RUS,Mercedes,3.0,1.0,25.0,2024,11,Austrian Grand Prix,1,True,29.5
PIA,McLaren,7.0,2.0,18.0,2024,11,Austrian Grand Prix,1,True,29.5
SAI,Ferrari,4.0,3.0,15.0,2024,11,Austrian Grand Prix,1,True,29.5
HAM,Mercedes,5.0,4.0,12.0,2024,11,Austrian Grand Prix,0,True,29.5
VER,Red Bull Racing,1.0,5.0,10.0,2024,11,Austrian Grand Prix,0,True,29.5
HUL,Haas F1 Team,9.0,6.0,8.0,2024,11,Austrian Grand Prix,0,True,29.5
PER,Red Bull Racing,8.0,7.0,6.0,2024,11,Austrian Grand Prix,0,True,29.5
MAG,Haas F1 Team,12.0,8.0,4.0,2024,11,Austrian Grand Prix,0,True,29.5
RIC,RB,11.0,9.0,2.0,2024,11,Austrian Grand Prix,0,True,29.5
GAS,Alpine,13.0,10.0,1.0,2024,11,Austrian Grand Prix,0,True,29.5
LEC,Ferrari,6.0,11.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
OCO,Alpine,10.0,12.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
STR,Aston Martin,17.0,13.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
TSU,RB,14.0,14.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
ALB,Williams,16.0,15.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
BOT,Kick Sauber,18.0,16.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
ZHO,Kick Sauber,20.0,17.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
ALO,Aston Martin,15.0,18.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
SAR,Williams,19.0,19.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
NOR,McLaren,2.0,20.0,0.0,2024,11,Austrian Grand Prix,0,True,29.5
HAM,Mercedes,2.0,1.0,25.0,2024,12,British Grand Prix,1,True,15.9
VER,Red Bull Racing,4.0,2.0,18.0,2024,12,British Grand Prix,1,True,15.9
NOR,McLaren,3.0,3.0,15.0,2024,12,British Grand Prix,1,True,15.9
PIA,McLaren,5.0,4.0,12.0,2024,12,British Grand Prix,0,True,15.9
SAI,Ferrari,7.0,5.0,11.0,2024,12,British Grand Prix,0,True,15.9
HUL,Haas F1 Team,6.0,6.0,8.0,2024,12,British Grand Prix,0,True,15.9
STR,Aston Martin,8.0,7.0,6.0,2024,12,British Grand Prix,0,True,15.9
ALO,Aston Martin,10.0,8.0,4.0,2024,12,British Grand Prix,0,True,15.9
ALB,Williams,9.0,9.0,2.0,2024,12,British Grand Prix,0,True,15.9
TSU,RB,13.0,10.0,1.0,2024,12,British Grand Prix,0,True,15.9
SAR,Williams,12.0,11.0,0.0,2024,12,British Grand Prix,0,True,15.9
MAG,Haas F1 Team,17.0,12.0,0.0,2024,12,British Grand Prix,0,True,15.9
RIC,RB,15.0,13.0,0.0,2024,12,British Grand Prix,0,True,15.9
LEC,Ferrari,11.0,14.0,0.0,2024,12,British Grand Prix,0,True,15.9
BOT,Kick Sauber,16.0,15.0,0.0,2024,12,British Grand Prix,0,True,15.9
OCO,Alpine,18.0,16.0,0.0,2024,12,British Grand Prix,0,True,15.9
PER,Red Bull Racing,20.0,17.0,0.0,2024,12,British Grand Prix,0,True,15.9
ZHO,Kick Sauber,14.0,18.0,0.0,2024,12,British Grand Prix,0,True,15.9
RUS,Mercedes,1.0,19.0,0.0,2024,12,British Grand Prix,0,True,15.9
GAS,Alpine,19.0,20.0,0.0,2024,12,British Grand Prix,0,True,15.9
PIA,McLaren,2.0,1.0,25.0,2024,13,Hungarian Grand Prix,1,False,28.9
NOR,McLaren,1.0,2.0,18.0,2024,13,Hungarian Grand Prix,1,False,28.9
HAM,Mercedes,5.0,3.0,15.0,2024,13,Hungarian Grand Prix,1,False,28.9
LEC,Ferrari,6.0,4.0,12.0,2024,13,Hungarian Grand Prix,0,False,28.9
VER,Red Bull Racing,3.0,5.0,10.0,2024,13,Hungarian Grand Prix,0,False,28.9
SAI,Ferrari,4.0,6.0,8.0,2024,13,Hungarian Grand Prix,0,False,28.9
PER,Red Bull Racing,16.0,7.0,6.0,2024,13,Hungarian Grand Prix,0,False,28.9
RUS,Mercedes,17.0,8.0,5.0,2024,13,Hungarian Grand Prix,0,False,28.9
TSU,RB,10.0,9.0,2.0,2024,13,Hungarian Grand Prix,0,False,28.9
STR,Aston Martin,8.0,10.0,1.0,2024,13,Hungarian Grand Prix,0,False,28.9
ALO,Aston Martin,7.0,11.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
RIC,RB,9.0,12.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
HUL,Haas F1 Team,11.0,13.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
ALB,Williams,13.0,14.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
MAG,Haas F1 Team,15.0,15.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
BOT,Kick Sauber,12.0,16.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
SAR,Williams,14.0,17.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
OCO,Alpine,19.0,18.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
ZHO,Kick Sauber,18.0,19.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
GAS,Alpine,20.0,20.0,0.0,2024,13,Hungarian Grand Prix,0,False,28.9
HAM,Mercedes,3.0,1.0,25.0,2024,14,Belgian Grand Prix,1,False,21.4
PIA,McLaren,5.0,2.0,18.0,2024,14,Belgian Grand Prix,1,False,21.4
LEC,Ferrari,1.0,3.0,15.0,2024,14,Belgian Grand Prix,1,False,21.4
VER,Red Bull Racing,11.0,4.0,12.0,2024,14,Belgian Grand Prix,0,False,21.4
NOR,McLaren,4.0,5.0,10.0,2024,14,Belgian Grand Prix,0,False,21.4
SAI,Ferrari,7.0,6.0,8.0,2024,14,Belgian Grand Prix,0,False,21.4
PER,Red Bull Racing,2.0,7.0,7.0,2024,14,Belgian Grand Prix,0,False,21.4
ALO,Aston Martin,8.0,8.0,4.0,2024,14,Belgian Grand Prix,0,False,21.4
OCO,Alpine,9.0,9.0,2.0,2024,14,Belgian Grand Prix,0,False,21.4
RIC,RB,13.0,10.0,1.0,2024,14,Belgian Grand Prix,0,False,21.4
STR,Aston Martin,15.0,11.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
ALB,Williams,10.0,12.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
GAS,Alpine,12.0,13.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
MAG,Haas F1 Team,17.0,14.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
BOT,Kick Sauber,14.0,15.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
TSU,RB,20.0,16.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
SAR,Williams,18.0,17.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
HUL,Haas F1 Team,16.0,18.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
ZHO,Kick Sauber,19.0,19.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
RUS,Mercedes,6.0,20.0,0.0,2024,14,Belgian Grand Prix,0,False,21.4
NOR,McLaren,1.0,1.0,26.0,2024,15,Dutch Grand Prix,1,False,19.2
VER,Red Bull Racing,2.0,2.0,18.0,2024,15,Dutch Grand Prix,1,False,19.2
LEC,Ferrari,6.0,3.0,15.0,2024,15,Dutch Grand Prix,1,False,19.2
PIA,McLaren,3.0,4.0,12.0,2024,15,Dutch Grand Prix,0,False,19.2
SAI,Ferrari,10.0,5.0,10.0,2024,15,Dutch Grand Prix,0,False,19.2
PER,Red Bull Racing,5.0,6.0,8.0,2024,15,Dutch Grand Prix,0,False,19.2
RUS,Mercedes,4.0,7.0,6.0,2024,15,Dutch Grand Prix,0,False,19.2
HAM,Mercedes,14.0,8.0,4.0,2024,15,Dutch Grand Prix,0,False,19.2
GAS,Alpine,9.0,9.0,2.0,2024,15,Dutch Grand Prix,0,False,19.2
ALO,Aston Martin,7.0,10.0,1.0,2024,15,Dutch Grand Prix,0,False,19.2
HUL,Haas F1 Team,12.0,11.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
RIC,RB,13.0,12.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
STR,Aston Martin,8.0,13.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
ALB,Williams,19.0,14.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
OCO,Alpine,15.0,15.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
SAR,Williams,18.0,16.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
TSU,RB,11.0,17.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
MAG,Haas F1 Team,20.0,18.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
BOT,Kick Sauber,16.0,19.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
ZHO,Kick Sauber,17.0,20.0,0.0,2024,15,Dutch Grand Prix,0,False,19.2
LEC,Ferrari,4.0,1.0,25.0,2024,16,Italian Grand Prix,1,False,33.2
PIA,McLaren,2.0,2.0,18.0,2024,16,Italian Grand Prix,1,False,33.2
NOR,McLaren,1.0,3.0,16.0,2024,16,Italian Grand Prix,1,False,33.2
SAI,Ferrari,5.0,4.0,12.0,2024,16,Italian Grand Prix,0,False,33.2
HAM,Mercedes,6.0,5.0,10.0,2024,16,Italian Grand Prix,0,False,33.2
VER,Red Bull Racing,7.0,6.0,8.0,2024,16,Italian Grand Prix,0,False,33.2
RUS,Mercedes,3.0,7.0,6.0,2024,16,Italian Grand Prix,0,False,33.2
